sell_id,price
1100575026,620695.897983033
1100549428,882762.2562826278
1100658222,949960.2108783197
1100937408,747122.4175686463
1101037972,783632.5469660746
1100912634,792418.2529271673
1101228730,723261.2491138204
1100165896,439922.533246688
1100768262,1877319.1837998761
1101218501,823337.8952432908
1099639378,628803.7234134083
1101117342,1218857.0407021903
1101179448,1591190.1293263144
1101213155,1699203.1090409548
1099119749,504828.39124459814
1101297715,1993410.7485016303
1101140033,1498457.2456217199
1101064868,1862763.8479248043
1101317804,852308.3497793492
1101111488,739940.152011636
1100768272,2038069.7522871366
1100421544,2090536.9667487107
1100722458,848981.9161220895
1101300724,637441.402364794
1101306824,1804550.6925070852
1101197164,471377.5921239938
1101231413,862036.3606262485
1101304285,885697.0922327467
1100067940,601103.8211627405
1101308288,587313.4379336975
1100894230,600114.5945547206
1101312910,661761.3149411987
1101223694,336589.5863947473
1099639548,618465.7481535116
1099074356,871775.3707620918
1100322368,1059258.823672568
1100961472,702883.2205455364
1100845262,557695.2541078719
1099988176,354205.68311959464
1100042244,373905.79505932465
1101309690,754011.8208897485
1101300574,2607156.121911432
1101224473,617468.8804038434
1100836784,963514.6664859038
1100422398,581090.2009943887
1101314339,977641.3323145962
1101306219,755626.5538977439
1101242401,244114.74674494646
1101315619,750280.6274720222
1101308178,1079456.2778784723
1100097290,1281798.9324300776
1101200833,939639.4921768575
1100946856,534067.1196344291
1101307735,2149174.1315272786
1100796864,574144.821614504
1101311288,1012493.0064288779
1101130347,1246932.188267822
1100182840,2047763.750891316
1101316944,641350.060572017
1101317802,743829.7375506659
1101313751,473607.1331990824
1101314333,990805.1873475106
1101231212,880664.9876935255
1098838700,331260.0823110735
1101197137,991853.6360906771
1100988616,887848.8998150453
1100700050,690027.6852099943
1101164707,540682.7453403192
1101063150,980019.2715885779
1101164320,355721.08673905797
1101303664,493215.2142864085
1101006422,665704.6674486789
1101255674,423798.4764333681
1101307192,1840416.2143852583
1101276634,1048211.0321151989
1100528772,66077.86431069337
1101218500,486397.9845975867
1101241664,1218076.8085397673
1101308609,615583.639864786
1101288529,902503.9325672031
1100900694,879480.032301372
1101318094,607188.1641041556
1101126989,1218083.4824391052
1101032064,2055648.0304458712
1100023440,297864.6456491811
1101315490,627835.5566090164
1101255863,964699.1523007031
1101310157,743718.2581953937
1101314332,978251.2885351076
1101259960,623473.2950304986
1101313536,469817.73790797085
1100331688,573125.8494007308
1101306825,1257685.0128518657
1100644680,311756.6682212473
1100946562,607323.519158651
1101300848,1217147.1745252793
1101078714,466977.4133228003
1101164710,1020060.8815391489
1101190444,852443.2849361732
1101313226,1358761.4952959558
1101133971,608931.56895252
1101300725,479530.39081715577
1101309349,1205702.8640338266
1100853384,290597.5878215465
1101251474,962979.1463367895
1101307712,985168.3505930217
1101179450,498547.82074456674
1101006252,614248.0513575998
1101311981,1761236.6069253357
1099149402,407062.3268684515
1100804182,401090.44050102856
1100864328,585271.7281779452
1101051298,1475529.37084402
1101091869,674764.6428655582
1101306698,791074.21133619
1101305249,692166.7888287873
1100879336,681651.7397432816
1100891940,291313.32883919886
1101112088,398031.9844109474
1101307736,2053594.293344462
1101305455,899893.9360505174
1101318318,969211.7684093271
1101318437,763846.6886503417
1101318340,498984.000416147
1100491772,555906.7196208797
1101303126,895591.1304076266
1101307737,744792.9195004625
1101300723,683838.2651813332
1101109897,1494749.9765078134
1101149022,509757.75739995134
1101305239,702400.0813292068
1100647816,553428.8554010295
1101301811,157523.21816411134
1101301999,643235.239466949
1101302471,878934.0917977218
1101166335,2003148.2795752184
1100550988,645816.7621593215
1101289088,1633419.7257153378
1101317178,396152.15329573303
1101301998,922520.5549265234
1101208381,961224.858685533
1101306765,345728.9080644987
1101228729,512195.5203252546
1101318528,1137335.4620473399
1101313541,1589920.9116899201
1101313227,1193368.084056972
1101300783,963729.9390773247
1101302131,516307.05593604903
1099526678,556878.1240018167
1101297111,326172.36532466835
1101081978,1723467.6185445718
1101296061,396863.7579239724
1101306699,277960.6156468995
1101295714,833695.2588569799
1101284907,891295.8064771675
1101291784,1389157.5126903288
1101313442,2612385.3379175323
1101295706,772786.055035779
1099911448,719463.0096393684
1101293758,1496614.3682875661
1101082771,1053141.1250596244
1101241145,999953.5507267948
1101279352,900214.618193124
1101296031,289713.4349672155
1101316899,689159.307962112
1101290178,528665.3955638501
1099961964,901290.1564568222
1097203184,450003.13926764886
1101287458,907687.9865142354
1100773120,278009.9434507804
1100525252,934506.6375677364
1101295358,792082.0452370773
1101315853,977600.0759060823
1101282844,1221605.4322944728
1101163282,381806.71331707365
1100983440,352052.5911099881
1101216203,369533.6225203953
1099996508,628545.7454587293
1100959630,808217.6973040025
1101291783,712497.5936289432
1100999858,849628.7527398781
1100397208,556589.046454939
1101315743,267323.5444524126
1101120365,482767.66683508543
1101189161,605034.27315891
1101285355,577131.2050343683
1101284979,496676.80187483696
1100687646,735725.7161626157
1101294007,253112.13480713376
1100380624,1024724.0715625917
1101281560,602766.1688747674
1100190708,970728.1756309257
1101314075,399385.36725723854
1101285356,590960.5065105559
1100512280,1381764.70828075
1101094061,533405.153906321
1101028608,855219.8528298466
1101190109,729064.1598886512
1100365512,749768.4971985365
1101021218,2437026.7281869147
1100632838,663841.478286081
1101313538,217355.4110315973
1101282265,680764.3041556241
1101283189,604438.6406818209
1097381176,560576.4119839887
1101252047,718474.1910484956
1101285657,389183.8315170648
1101312640,678007.4130612772
1101314669,530615.3315147143
1101282447,468165.83928294736
1101314169,925741.0096250535
1101281734,2418340.662864588
1101278794,665512.1197958428
1101286821,601989.207583821
1101312384,557745.9867968962
1101242888,617511.4092894077
1101286653,561059.9993674868
1100518644,994837.7162206327
1101285084,717922.8232352117
1100338458,782710.2620757704
1101285174,871855.4380316425
1101131494,652209.5868486642
1100966120,778764.3660720888
1101136734,862628.5359859008
1101138183,993805.724913423
1100966944,750659.8530727646
1100210074,1598082.2355273585
1101277014,1130791.846060316
1101280324,639778.5710385953
1101282527,620730.015267219
1101179469,1489855.5738821763
1101310818,733124.4499919099
1101271132,748440.5823811515
1101272241,280449.6038099913
1101277647,1012597.5450505284
1101309796,1084423.9861349957
1101286781,495965.4284743432
1101285322,645936.1135686008
1101273372,2038843.7104207708
1099915158,651108.9472723317
1100315624,208330.2056437168
1101312463,538048.8914251026
1101149682,587679.613697965
1100895678,783442.6157629676
1101313365,499749.46608723386
1101099430,510323.0065117699
1097472394,1016201.9423329358
1101275394,1968658.589103293
1101233228,837285.5922704145
1100966114,722317.4549670394
1101282128,782175.8857731635
1101270366,761487.3852067156
1100912350,592073.3437780623
1101283732,615379.5062585159
1100277906,877207.9916643646
1101274739,2209933.872681932
1101180015,468710.76835819683
1101269075,1142930.1164699555
1101276477,596686.9650879403
1101309463,1329329.884947363
1101276726,1470283.7488142129
1101271642,573409.2097922334
1101267776,1326838.4700518926
1100980952,1201714.9399755183
1101267105,1618573.1298532845
1101137832,1477484.993155701
1099983566,395363.3328375259
1101130857,2176682.3343220237
1101051060,732249.6215989271
1101271590,1257083.0670220498
1100794742,511320.8649735782
1101276820,493419.3070239016
1101276072,735826.3979206659
1100993258,1521987.6642947805
1100334998,469112.45123196894
1101307018,906031.2953135654
1100816918,364713.2356111612
1101179477,2011048.9225220096
1100604462,629270.853307976
1101260906,2021334.0308862082
1101270269,872017.7459054914
1101276310,1676049.979253101
1101272003,717733.7061541086
1101310730,559743.3461093527
1100610304,789105.5841603191
1101268549,486097.3515639741
1100771366,255354.83403638925
1101258995,1289090.0381287877
1100662506,560130.4245723806
1101266987,1247149.543304568
1101265613,652935.4855631108
1101276853,561528.5054725256
1101310682,288546.20306021074
1101178925,583233.2648269329
1101311125,545557.5769875669
1101135747,542409.7671520632
1101094517,1364717.9361647887
1101263648,829238.650265065
1101260288,410400.498857602
1101264191,1070819.3187887997
1101061580,532172.3256948442
1101092715,855717.566494017
1099671810,1242596.8779660224
1101260776,1246120.6116386377
1101135750,415491.82336923806
1101121539,845460.2526881439
1101190602,1024495.8259149204
1101309940,247586.4159856185
1101254552,744332.6860276784
1100999856,572602.9032844768
1101258206,850116.5436305148
1101080699,567554.9266824855
1101255582,740501.0721727406
1101244920,778222.3132022123
1100606256,922239.375650555
1101255508,1012009.2669001258
1099690586,1191819.9150543248
1101247820,602134.5850958242
1101256064,971429.5495778893
1101248780,798174.1929663501
1101250731,449020.70327681187
1101227668,210109.49152366113
1099984682,144213.0375429462
1101244608,507328.89792701305
1101254356,476282.56591202406
1101246591,432995.0145590175
1100750414,546899.1281956155
1101239464,1243941.472905223
1101241452,1291939.995286103
1101243435,1214072.0352982865
1101242982,998225.6028918313
1101244825,534918.3198053893
1101241611,1017419.7434434843
1101237476,521031.2961318589
1101237475,2388355.888531672
1101244609,527381.7667445425
1101238018,280710.54742497834
1101239499,1530544.7564870093
1101244922,648522.9187277238
1100935804,778964.0914238141
1101241861,1144748.8152124442
1101239470,1007106.9254968549
1101237474,742349.3872056894
1101240987,596734.6052166903
1101241556,482509.0505941397
1101227219,970433.3747374954
1101241515,451109.358373946
1100310522,818952.4158141768
1101240976,656490.353981287
1101239493,2004163.8742494455
1101226821,1144288.5830995278
1101294013,1036702.3129308351
1101234831,1776508.8501011557
1101225372,690579.9340356014
1101235330,316101.0517863845
1101084679,545814.23243671
1101231045,582078.8011119417
1101307800,276827.0276202666
1101224649,561970.4523564359
1101231544,670775.9552925706
1101221249,830174.7064170046
1101229396,889085.722546957
1100848968,518089.4194649859
1101221684,373733.0449827656
1101227510,974521.9561840557
1101223177,452676.0618701128
1101230287,444354.6829098094
1101231041,662457.194634563
1101229429,1418442.4989354068
1101224951,606868.4121434345
1101231690,547829.563677794
1101220117,1344501.0886684288
1101231482,574932.0725403392
1101224950,820088.1693728168
1101225562,590376.8795690257
1101221039,493093.5938761843
1101306547,1292896.909299822
1101304208,1239193.9582819345
1101219620,655823.6271815094
1101219621,647613.6693600036
1101216297,652811.2261185886
1101185557,1850212.9978555576
1101305711,688342.2253678661
1101215400,277567.8804044259
1100914212,1729427.5821129852
1101210299,2020984.7057876391
1101219981,430738.1407746381
1101215109,929530.8186227839
1101306844,609105.8039401101
1101219977,348489.51523075165
1101209529,2266217.6912876
1101215106,483972.4067711693
1100697364,987456.7414772254
1101182386,970161.7213664405
1101305173,538252.4858790383
1101228249,776748.5890305134
1101306102,495204.76486155397
1101208625,806451.1791834944
1101213700,828050.4168019732
1101209526,1146605.2169021324
1101304412,726644.9145188278
1101300253,1845247.8316998107
1101209176,1124422.2883014448
1101193464,631160.2588417516
1101209479,771843.9293014861
1101303554,720057.1759578597
1101195823,2020189.834675206
1101304369,542218.4222360152
1101201842,324669.48393691925
1101300352,504531.3479781293
1101306327,541115.8638999306
1101193987,665409.2227872623
1101192257,917956.8004113784
1101196434,446092.6708615541
1101202995,483650.1046527845
1101201493,695054.0186321198
1101196527,797297.7982849905
1101193984,486288.5149409056
1101192296,748452.0357498267
1101069086,979877.7812597225
1101302847,567420.648343326
1101297567,511321.330554663
1101302642,320826.8150238655
1101201497,623484.4458568607
1101177123,651087.4080016095
1101302733,1001226.1959863869
1101298448,587553.7000553845
1101191138,479329.76418264816
1101302213,549107.724228707
1100889676,872960.7045823534
1101180435,1114223.212949503
1101148651,2399405.065136288
1101269305,976804.411836155
1101299678,908574.2431154894
1101184656,385598.8286657186
1101164830,1418220.1329283048
1101178671,1372099.4200460839
1101302025,402107.9332708967
1099161834,643473.5972573287
1101184672,491704.80247685977
1101171545,996668.6479720268
1101302716,229354.83835254665
1100642322,499470.4686346888
1101191982,344756.23330379225
1101177074,1284509.8504609533
1101161358,2193183.2169961534
1101080972,2099789.770945174
1101159261,543413.4626086955
1101297512,246786.1967981731
1100112196,950752.7736895904
1100891994,1223815.7935179393
1101192535,802185.6255611451
1101178656,1408722.5720334782
1101296176,2247066.568012253
1100958802,325339.64619978244
1101302240,536379.9943461363
1101299309,855720.7051949406
1101300862,666405.8261101445
1101173667,809249.3262842994
1101184158,690323.1132361046
1101179071,829281.0882672744
1101177004,1275589.6382720158
1098348152,1299984.7421208015
1101297819,744499.558677946
1101164814,725282.6338743235
1100720650,1416550.779792134
1101264870,1134300.3856069043
1100517662,2047861.848841485
1086176628,481435.9592545298
1101174563,320902.42864914483
1101164882,1375895.1789661725
1101290800,1156794.6429532475
1100892922,612384.86562456
1101174481,808215.4265466925
1101295134,1895138.3558518065
1099911704,712233.2376198991
1101092794,821546.0788093008
1098800444,393600.2153992277
1101300397,554036.8706215335
1091531420,1012504.9211485458
1101174479,310887.88831173535
1093151454,646570.4850963636
1096008524,1168395.4259313329
1101295763,1086447.1558219949
1100488018,467870.7478920336
1086653988,447568.80264919956
1101173088,568434.7119470604
1100154922,535972.9562252515
1101126868,1302772.9024442863
1101169403,405465.9652259544
1101152536,1690334.2769358389
1101145884,2573297.7703222097
1101108474,1611745.49595208
1101280984,325829.15139639773
1099856976,1329366.047719705
1101257533,1481431.0452548724
1073576772,650005.0620381653
1101164666,951162.5900024588
1099833632,1180829.4425466869
1098356826,543591.9095870425
1101224127,1237269.5962076897
1099081786,1168201.8975595052
1101105479,2119334.420180565
1101052448,791953.4941165443
1101139367,1205781.3603159438
1101173675,490277.4376471219
1100744394,1640767.2382485312
1101296688,1157781.5588879604
1088042038,667073.6639592646
1101161016,358979.0352075997
1101130332,2157803.0292886496
1101251384,1509493.750526509
1098650762,946926.9583706037
1099979792,2053512.7112006394
1101294744,2106100.524751835
1097755058,623231.018041046
1078107337,1170463.6431848963
1101056152,1113352.2772989834
1100178028,456564.49928609445
1100980428,2272217.376044501
1101178305,1055233.7383825127
1100900664,528680.0429649504
1101171805,761932.9821998309
1100902032,926840.565309139
1101190123,1884594.242105768
1101164815,859554.2577781419
1100103940,1504671.9734237527
1101202400,469120.487808268
1101213567,1032842.7560246564
1098911166,1501059.2503310526
1101237501,808246.0434574365
1097082154,451678.9537089966
1101252103,724166.7952233555
1092457094,2095728.5467997289
1098359312,331038.82850079035
1096591728,430486.08647364465
1101211603,268414.7515702072
1101186075,833447.8046055037
1101263464,1192828.3760672815
1100924374,305987.77168578794
1101081410,466624.8281572623
1101165115,608130.4511797025
1100171136,799145.6835079881
1100880030,2527590.5415626965
1101179016,1193942.7822111857
1101275794,1587114.152771008
1100051304,301239.20242039947
1100954054,401839.18818443624
1096373712,573560.0789875196
1098985572,750994.2096430124
1101296053,299611.0147109241
1101265689,851083.2326742068
1095182646,607592.7461094828
1101281578,610227.3463235795
1100941742,1813236.8046233014
1101169603,615219.2174597022
1100792010,680698.9943184596
1101062512,1199484.7053409966
1092773590,591198.4063340079
1094017778,862486.6161718263
1101209434,502738.1924085813
1095524690,1240876.6310033563
1100894136,604287.0576902081
1101294563,734252.4048495042
1101233125,1077606.3246096033
1101259218,2050544.2749032318
1101132822,711978.6073935961
1097610944,643387.9916150814
1101104586,677021.4493214053
1101207598,786077.4935666325
1098975094,1179470.7067616794
1101164831,641235.875483092
1089016058,721561.471619384
1100555942,700029.7779942051
1086096048,641378.1224286868
1094126788,864906.1459781305
1101100293,2452136.694153379
1101196328,304997.2668399114
1101137979,763429.5075364284
1101207966,751435.3835016477
1101258958,1614862.3364660814
1101163308,516840.8190920649
1101228513,802405.4686354841
1101197694,963594.9439946974
1101291363,639437.3501885671
1096638386,1464660.4421349026
1098316966,248192.38946679133
1100442678,689077.1739348996
1101001978,540560.139589809
1101284794,553055.5246967581
1100242980,1210260.761952861
1100389624,902698.0028033039
1100745906,958109.149251755
1101266469,640374.7031908308
1091225002,1234317.5083903254
1098391362,836312.1745430039
1099995226,1002740.3679804895
1100514090,461051.3425127977
1100931680,995453.753913016
1100779626,1274168.6143356217
1089248460,1997937.5688836256
1097511599,463325.1000636368
1100459766,804188.2726656037
1101240233,603513.6511067874
1063853774,1217208.7638142717
1099046998,1741133.3647505327
1098893832,1398849.2587722498
1096477446,560995.9174905485
1101210525,540469.0485622454
1101275671,671510.7375551269
1096401232,599784.0579475512
1101217627,587168.3523575524
1101109261,1323290.5045752362
1101175794,537611.6085151052
1075326711,1304938.0838001394
1100925672,722893.0233960538
1101164737,1059520.7606743472
1100792334,1684572.1687931034
1101191746,810610.3580383606
1091375950,512923.86534354143
1101135621,1133813.9036424337
1101088675,1109228.4137322337
1099625712,672323.4991138221
1101126475,553030.1050050544
1099462732,620357.6395955107
1100576602,981792.9110174552
1100100204,2095439.6388683298
1101124963,462565.9107036793
1101130825,1672567.8741657112
1100730106,637661.1684939407
1090410754,968483.0881715809
1100471090,1564797.4381243163
1101279966,991200.9414467358
1101291430,650177.1070693361
1100674720,860496.4238710672
1079458060,992880.8818035206
1096185824,1160645.1890177098
1101222991,1479067.7472840643
1101144480,796230.2832842333
1101062854,768079.9452546383
1087080897,796157.0526275747
1100928224,643296.3353281145
1101120385,668846.6298338803
1101127914,683944.1002161988
1099235128,1213823.3232110033
1093635512,411860.72356109135
1101087812,1339041.4813041964
1100182658,618351.5547538914
1101260994,611663.7535669322
1100792322,1724878.0777419955
1100673360,425710.15230390825
1100943084,1248356.3818230056
1100963574,477319.3209008888
1101202106,760061.8909770396
1101209308,737264.4129419355
1101147381,412096.024466197
1101155791,523929.03807533265
